name,degree_measure,centrality,tax_id,Kingdom,Phylum,Class,Order,Family,Genus
Parasutterella_excrementihominis,774,0.0019152706813046804,9262,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Parasutterella
Ruminococcaceae_bacterium_AM07_15,760,0.0019035675974803567,14974,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Faecalibacterium_SGB15346,760,0.002080679615861845,15346,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium
Alistipes_ihumii,760,0.001809806288569666,2328,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Massilimaliae_massiliensis,760,0.0020583928703658667,29347,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Massilimaliae
Dorea_sp_AF36_15AT,760,0.002366053623581839,4552,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea
Dorea_formicigenerans,760,0.0019035675974793341,4575,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea
Lachnospiraceae_bacterium_OM04_12BH,760,0.001769389640379587,4893,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
Firmicutes_bacterium_AF16_15,760,0.0022483094314112574,4993,k__Bacteria,p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified
Methanobrevibacter_smithii,760,0.002133642607759271,714,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter
Evtepia_gabavorous,758,0.004001246978686834,15120,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Evtepia
Clostridiales_bacterium,758,0.0038894081520160365,59899,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
Oscillibacter_sp_ER4,758,0.004288020348715926,15254,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Oscillibacter
Gemmiger_formicilis,754,0.0038819794391989604,15300,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Gemmiger
Clostridium_fessum,754,0.00439693658111359,4705,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Lachnoclostridium_sp_An138,754,0.0044277749685369015,4774,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium
Blautia_SGB4805,754,0.004051714164097652,4805,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia
Fusicatenibacter_saccharivorans,754,0.003652691465015811,4874,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Fusicatenibacter
Lachnospiraceae_bacterium_WCA3_601_WT_6H,754,0.003467284749475346,4910,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
Roseburia_sp_AF02_12,754,0.0034889109280310904,4938,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia
Clostridiales_bacterium_KLE1615,754,0.0036524604580332933,5090,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
Romboutsia_timonensis,754,0.0038639819417269675,6148,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Romboutsia
Intestinimonas_gabonensis,754,0.00354680361328452,79840,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Intestinimonas
Bacteroides_xylanisolvens,752,0.0023156245599842812,1867,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides
Enterocloster_lavalensis,752,0.002236869226524119,4725,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
Candidatus_Aristotella_avistercoris,752,0.0022368692265231265,63343,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Aristotella
Streptococcus_sp_A12,752,0.0016915780760087366,8059,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Collinsella_aerofaciens,746,0.0020647574542258292,14546,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella
Intestinimonas_butyriciproducens,740,0.002469558555985217,15126,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Intestinimonas
Harryflintia_acetispora,738,0.003829220579515894,14838,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Harryflintia
Candidatus_Avimicrobium_caecorum,738,0.003665866940439222,15350,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Avimicrobium
Alistipes_communis,738,0.0020516343030149717,2290,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Blautia_hydrogenotrophica,738,0.003615701934510226,4677,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia
Escherichia_coli,736,0.001828671833564916,10068,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia
Bacteroides_thetaiotaomicron,732,0.002371991995439785,1861,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides
Clostridium_innocuum,732,0.0016280230844297635,4037,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium
Dialister_invisus,732,0.0022681167517934614,5825,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister
Eisenbergiella_massiliensis,722,0.002115416887874765,4987,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eisenbergiella
Anaerotruncus_massiliensis,716,0.0018050712438932998,14965,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus
Alistipes_indistinctus,716,0.0016049559237734882,2325,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Clostridium_sp_AF36_4,716,0.0014941627006418807,4644,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Clostridium_sp_AF34_13,716,0.0018086243914478789,4659,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Candidatus_Pseudoscilispira_falkowii,716,0.002175101176369254,63238,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Pseudoscilispira
Clostridia_bacterium_12CBH8,716,0.0016049559237730877,7259,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Oscillospiraceae_bacterium_NSJ_64,716,0.002411336940162538,82503,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Oscillospiraceae_unclassified
Eubacterium_rectale,712,0.0022168894368065,4933,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
Ruminococcus_lactaris,708,0.0027484275825094507,4557,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Mediterraneibacter
Enterocloster_asparagiformis,708,0.0026178269378614957,4724,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
Akkermansia_muciniphila,708,0.0027484275825077438,9228,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia
Phocaeicola_massiliensis,704,0.0017304703858460246,1812,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_unclassified,g__Phocaeicola
Odoribacter_splanchnicus,702,0.00400904895185412,1790,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter
Phocaeicola_vulgatus,702,0.004063789633889465,1814,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_unclassified,g__Phocaeicola
Parabacteroides_merdae,702,0.004179210002401281,1949,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides
Candidatus_Borkfalkia_ceftriaxoniphila,700,0.001596577324206798,14027,k__Bacteria,p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__Candidatus_Borkfalkia
Agathobaculum_butyriciproducens,700,0.003836534818484028,14993,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Agathobaculum
Clostridiales_unclassified_SGB15145,700,0.00278140542377564,15145,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
Bacteroides_intestinalis,700,0.003387826065476165,1846,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides
Anaerotruncus_rubiinfantis,700,0.004049884277074076,25416,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus
Dielma_fastidiosa,700,0.004049884277073956,4031,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dielma
Coprococcus_comes,700,0.004320639430539489,4577,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus
Clostridium_sp_AF27_2AA,700,0.002218540151782665,4712,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Clostridiaceae_bacterium_OM08_6BH,700,0.0039076323704676725,4768,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridiaceae_unclassified
Clostridiaceae_unclassified_SGB4769,700,0.003907632370467483,4769,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridiaceae_unclassified
Lacrimispora_celerecrescens,700,0.003323535809960834,4868,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lacrimispora
Clostridia_unclassified_SGB6276,700,0.0015965773242052341,6276,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Streptococcus_gordonii,700,0.0015965773242051001,8053,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Alistipes_shahii,698,0.002204426977271728,2295,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Ruminococcaceae_unclassified_SGB15236,696,0.0022749846004234213,15236,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Alistipes_onderdonkii,696,0.002407408285335868,2303,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Clostridium_sp_AF20_17LB,696,0.0022749846004222235,4714,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Blautia_sp_OF03_15BH,696,0.0022749846004220327,4779,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia
Anaerotruncus_colihominis,690,0.004693938607804179,14963,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus
Flavonifractor_plautii,690,0.004682469100600858,15132,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Flavonifractor
Holdemania_filiformis,690,0.004703767669059786,4046,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania
Enterocloster_bolteae,690,0.004703767669057991,4758,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
LKT_f__Eggerthellaceae,690,0.002287058075262891,63101,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,LKT_f__Eggerthellaceae
Ruminococcaceae_unclassified_SGB15260,688,0.002031954417308941,15260,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Clostridia_unclassified_SGB15402,688,0.0034584195197934213,15402,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Bifidobacterium_dentium,688,0.001695220352931243,17234,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium
Phascolarctobacterium_faecium,688,0.0019713198329472503,5792,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium
Clostridia_unclassified_SGB66170,688,0.003715597557867535,66170,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Lachnospiraceae_bacterium_NSJ_29,676,0.004473460971180327,25431,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
Adlercreutzia_equolifaciens,674,0.0026122300544956945,14797,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Adlercreutzia
Hydrogeniiclostidium_mannosilyticum,674,0.0014050491129742667,14890,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Hydrogeniiclostidium
Ruminococcaceae_bacterium_D5,674,0.002612230054495303,14960,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Clostridiales_bacterium_Choco116,674,0.0026122300544951893,15149,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
Bacteroides_cellulosilyticus,674,0.002612230054494728,1844,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides
Clostridium_symbiosum,674,0.0012035676539951727,4699,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium
Enterocloster_clostridioformis,674,0.0012035676539950396,4760,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
Enterocloster_aldensis,674,0.001405049112973402,4762,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
Clostridia_unclassified_SGB6344,674,0.0026122300544921292,6344,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Massilimicrobiota_timonensis,674,0.0014119399494202803,6767,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Massilimicrobiota
Clostridium_sp_AF15_49,668,0.0023574417117070367,5111,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Clostridium_SGB6179,668,0.0018692286611373169,6179,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Ruminococcaceae_unclassified_SGB15234,666,0.001643007654556432,15234,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Collinsella_intestinalis,662,0.0024700266614314723,14741,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella
Traorella_massiliensis,662,0.0013970558867642583,28999,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Traorella
Clostridiales_bacterium_Marseille_P2846,662,0.0024700266614300836,29342,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
Christensenellaceae_bacterium_NSJ_53,662,0.0024700266614284183,82545,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,g__Christensenellaceae_unclassified
Lachnospira_pectinoschiza,660,0.001692030604522259,5075,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira
Clostridium_spiroforme,660,0.001692030604522057,6747,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium
